domain	kingdom	phylum	class	order	family	genus	species	A4_T2_R1	A4_T3_R1	A4_T4_R1	A4_T5_R1	B1_T2_R1	B1_T3_R1	B1_T4_R1	B1_T5_R1	B2_T2_R1	B2_T3_R1	B2_T5_R1	B3_T2_R1	B3_T3_R1	B3_T4_R1	B3_T5_R1	B4_T1_R1	B4_T2_R1	B4_T3_R1	B4_T4_R1	B4_T5_R1	B5_T1_R1	B5_T2_R1	B5_T3_R1	B5_T4_R1	B5_T5_R1	B6_T2_R1	B6_T3_R1	B6_T4_R1	B6_T5_R1	B7_T2_R1	B7_T3_R1	B7_T4_R1	B7_T5_R1	B8_T2_R1	B8_T3_R1	B8_T4_R1	B8_T5_R1	C1_T1_R1	C1_T2_R1	C1_T3_R1	C1_T4_R1	C1_T5_R1	C2_T1_R1	C2_T2_R1	C2_T3_R1	C2_T4_R1	C2_T5_R1	C3_T1_R1	C3_T2_R1	C3_T3_R1	C3_T4_R1	C3_T5_R1	C6_T1_R1	C6_T2_R1	C6_T3_R1	C6_T4_R1	C6_T5_R1	C7_T2_R1	C7_T3_R1	C7_T4_R1	C7_T5_R1	D1_T2_R1	D1_T3_R1	D1_T4_R1	D1_T5_R1	D2_T1_R1	D2_T2_R1	D2_T3_R1	D2_T4_R1	D2_T5_R1	D4_T1_R1	D4_T2_R1	D4_T3_R1	D4_T4_R1	D4_T5_R1	D5_T2_R1	D5_T3_R1	D5_T4_R1	D5_T5_R1	D6_T1_R1	D6_T2_R1	D6_T3_R1	D6_T4_R1	D6_T5_R1	E1_T1_R1	E1_T3_R1	E1_T4_R1	E1_T5_R1	E2_T1_R1	E2_T2_R1	E2_T3_R1	E2_T4_R1	E2_T5_R1	E3_T2_R1	E3_T3_R1	E3_T4_R1	E3_T5_R1	E5_T1_R1	E5_T2_R1	E5_T3_R1	E5_T4_R1	E5_T5_R1	E7_T2_R1	E7_T3_R1	E7_T4_R1	E7_T5_R1	F1_T2_R1	F1_T3_R1	F1_T4_R1	F1_T5_R1	F3_T2_R1	F3_T3_R1	F3_T4_R1	F3_T5_R1	F4_T2_R1	F4_T3_R1	F4_T4_R1	F5_T1_R1	F5_T2_R1	F5_T3_R1	F5_T4_R1	F5_T5_R1	F7_T1_R1	F7_T2_R1	F7_T3_R1	F7_T4_R1	F7_T5_R1	F8_T1_R1	F8_T2_R1	F8_T3_R1	F8_T4_R1	F8_T5_R1	G1_T1_R1	G1_T4_R1	G1_T5_R1	G2_T2_R1	G2_T3_R1	G2_T4_R1	G2_T5_R1	G3_T2_R1	G3_T3_R1	G3_T4_R1	G3_T5_R1	G4_T1_R1	G4_T2_R1	G4_T3_R1	G4_T4_R1	G4_T5_R1	G5_T5_R1	G6_T1_R1	G6_T3_R1	G6_T4_R1	G6_T5_R1	G7_T1_R1	G7_T2_R1	G7_T3_R1	G7_T4_R1	G7_T5_R1	G8_T1_R1	G8_T2_R1	G8_T3_R1	G8_T4_R1	H1_T2_R1	H1_T3_R1	H1_T4_R1	H1_T5_R1	H2_T2_R1	H2_T3_R1	H2_T4_R1	H2_T5_R1	H4_T2_R1	H4_T3_R1	H4_T4_R1	H4_T5_R1	H5_T2_R1	H5_T3_R1	H5_T4_R1	H5_T5_R1	H7_T2_R1	H8_T1_R1	H8_T2_R1	H8_T3_R1	H8_T4_R1	H8_T5_R1	I2_T2_R1	I2_T3_R1	I2_T4_R1	I2_T5_R1	I5_T1_R1	I5_T2_R1	I5_T3_R1	I5_T4_R1	I5_T5_R1	I6_T2_R1	I6_T3_R1	I6_T4_R1	I6_T5_R1	Resv_T2_R1	Resv_T3_R1	Resv_T4_R1	Resv_T5_R1	Cont_T1_R1	Cont_T2_R1	Cont_T3_R1	Cont_T4_R1	Cont_T5_R1	A4_T2_R2	A4_T3_R2	A4_T4_R2	A4_T5_R2	B1_T2_R2	B1_T3_R2	B1_T4_R2	B1_T5_R2	B2_T2_R2	B2_T3_R2	B2_T4_R2	B2_T5_R2	B3_T2_R2	B3_T3_R2	B3_T4_R2	B3_T5_R2	B4_T2_R2	B4_T3_R2	B4_T4_R2	B4_T5_R2	B5_T2_R2	B5_T3_R2	B5_T4_R2	B5_T5_R2	B6_T2_R2	B6_T3_R2	B6_T4_R2	B6_T5_R2	B7_T2_R2	B7_T3_R2	B7_T4_R2	B7_T5_R2	B8_T2_R2	B8_T3_R2	B8_T4_R2	B8_T5_R2	C1_T2_R2	C1_T3_R2	C1_T4_R2	C1_T5_R2	C2_T1_R2	C2_T2_R2	C2_T3_R2	C2_T4_R2	C2_T5_R2	C3_T1_R2	C3_T2_R2	C3_T3_R2	C3_T4_R2	C3_T5_R2	C6_T2_R2	C6_T3_R2	C6_T4_R2	C6_T5_R2	C7_T2_R2	C7_T3_R2	C7_T4_R2	C7_T5_R2	D1_T2_R2	D1_T3_R2	D1_T4_R2	D1_T5_R2	D2_T2_R2	D2_T3_R2	D2_T4_R2	D2_T5_R2	D4_T3_R2	D4_T4_R2	D5_T2_R2	D5_T3_R2	D5_T4_R2	D5_T5_R2	D6_T1_R2	D6_T2_R2	D6_T3_R2	D6_T4_R2	E1_T2_R2	E1_T3_R2	E1_T4_R2	E1_T5_R2	E2_T1_R2	E2_T2_R2	E2_T3_R2	E2_T4_R2	E2_T5_R2	E3_T2_R2	E3_T3_R2	E3_T4_R2	E3_T5_R2	E5_T2_R2	E5_T3_R2	E5_T4_R2	E5_T5_R2	E7_T2_R2	E7_T3_R2	E7_T4_R2	E7_T5_R2	F1_T2_R2	F1_T3_R2	F1_T4_R2	F1_T5_R2	F3_T2_R2	F3_T3_R2	F3_T4_R2	F3_T5_R2	F4_T2_R2	F4_T3_R2	F5_T1_R2	F5_T2_R2	F5_T3_R2	F5_T4_R2	F7_T3_R2	F7_T4_R2	F7_T5_R2	F8_T2_R2	F8_T3_R2	F8_T4_R2	F8_T5_R2	G1_T4_R2	G1_T5_R2	G2_T2_R2	G2_T3_R2	G2_T4_R2	G2_T5_R2	G3_T2_R2	G3_T3_R2	G3_T4_R2	G3_T5_R2	G4_T1_R2	G4_T2_R2	G4_T3_R2	G4_T4_R2	G4_T5_R2	G6_T1_R2	G6_T3_R2	G6_T4_R2	G6_T5_R2	G7_T2_R2	G7_T3_R2	G7_T4_R2	G7_T5_R2	G8_T2_R2	G8_T3_R2	G8_T4_R2	G8_T5_R2	H1_T2_R2	H1_T3_R2	H1_T4_R2	H1_T5_R2	H2_T2_R2	H2_T3_R2	H2_T4_R2	H2_T5_R2	H4_T2_R2	H4_T3_R2	H4_T4_R2	H4_T5_R2	H5_T2_R2	H5_T3_R2	H5_T4_R2	H5_T5_R2	H7_T2_R2	H8_T1_R2	H8_T2_R2	H8_T3_R2	H8_T4_R2	H8_T5_R2	I2_T2_R2	I2_T3_R2	I2_T4_R2	I2_T5_R2	I5_T2_R2	I5_T3_R2	I5_T4_R2	I5_T5_R2	I6_T2_R2	I6_T3_R2	I6_T4_R2	I6_T5_R2	Resv_T2_R2	Resv_T3_R2	Resv_T4_R2	Resv_T5_R2	Cont_T1_R2	Cont_T2_R2	Cont_T3_R2	Cont_T4_R2	Cont_T5_R2
Eukaryota	undef_Eukaryota	Oomycota	undef_Oomycota	Peronosporales	Unknown	Unknown	Unknown	0	0	0	0	32	1	0	1455	0	0	0	0	0	0	0	0	0	0	0	0	652	2	4	19	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	608	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	27	143	35	0	0	0	0	0	0	19	91	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	241	673	0	0	0	0	0	0	0	0	65	0	59	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	195	32	420	0	0	0	0	0	0	0	0	0	24	15	0	733	0	0	0	0	0	21	0	0	0	0	0	0	1	14	6	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	951	0	0	0	0	0	0	1	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	17	129	159	0	0	0	0	0	23	38	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	9	304	563	0	0	0	0	0	0	0	0	73	0	23	561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	212	19	691	0	0	0	0	0
Eukaryota	undef_Eukaryota	Oomycota	undef_Oomycota	Pythiales	Pythiaceae	Pythium	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	568	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	80	0	0	0	0	0	0	0	0	541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	153	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	170	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	undef_Eukaryota	Oomycota	undef_Oomycota	Saprolegniales	Saprolegniaceae	Saprolegnia	Saprolegnia_ferax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	38	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	17	0	28	26	2	1	0	0	0	5	0	0	0	0	21	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	2	33	0	0	0	18	0	16	0	0	0	0	1	5	419	170	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	12	0	0	0	16	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	undef_Eukaryota	Oomycota	undef_Oomycota	Unknown	Unknown	Unknown	Unknown	0	189	0	0	0	18	115	79	2	69	3	13	1	4	0	951	156	72	11	0	157	128	18	49	10	485	4	136	36	3	3	518	137	31	29	551	6	506	7	9	15	8	853	1002	9	14	2	480	22	25	19	0	562	208	35	0	0	18	24	20	0	17	3	77	7	1058	0	0	0	0	958	128	554	421	202	9	12	5	32	5880	0	45	27	31	2194	24	76	1	402	0	89	0	4445	22	2	68	7	1514	9	387	81	25	13	33	33	0	164	0	22	126	128	7	0	0	1	5	5	712	4	0	36	190	801	219	3	14	14	14	8	237	36	27	117	0	3	0	4	95	3	55	245	122	2	882	1	180	4	9	7	125	45	133	50	392	15	35	789	17	418	9	22	114	12	6	25	79	0	0	84	682	1834	2	841	45	11	2	150	6	6	35	830	658	0	286	3253	179	111	38	499	188	4830	3	99	3	0	20	4	0	0	0	0	0	0	0	0	0	0	500	0	0	96	52	0	98	1	340	3	3	16	288	8	3	182	176	0	0	236	112	2	17	663	73	209	23	31	6	216	31	99	63	63	10	38	96	4	9	2038	833	17	10	0	1390	69	116	18	0	189	117	11	55	27	30	28	54	19	44	196	17	0	0	0	0	446	135	8	34	48	0	5670	3	14	17	7	5	56	158	881	0	40	0	2979	141	135	0	1	136	406	282	64	51	16	0	0	89	0	456	34	97	24	0	0	47	25	1691	32	0	6	66	9	46	721	290	0	3	19	23	0	4	0	0	127	142	51	41	154	86	45	665	56	277	107	247	14	50	85	739	4	14	76	21	15	34	6	49	3	0	0	0	0	1680	243	264	4	68	377	37	72	1	21	1333	767	27	90	5143	256	67	60	762	13294	2	133	0	17	0	5	48	123	17	25	0	0	0	0	0
Eukaryota	undef_Eukaryota	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	0	6463	249	5	213	1337	14735	16449	61	6099	0	0	0	0	0	683	0	0	9	0	9009	164	5803	16098	11334	13	7	11546	179	0	69	215	1408	0	0	6948	0	995	1710	71	110	7	840	467	4767	11957	18118	420	0	0	0	0	4	166	3128	3788	8799	0	1063	23	0	493	372	43	0	946	0	0	0	0	1296	33	51	80	470	43	1190	0	0	17557	0	665	0	0	7046	751	17	0	1853	0	1018	47	52345	1841	719	1985	8039	3051	1	10535	6050	0	198	5266	15004	2111	4270	566	0	0	0	0	0	0	0	0	168	1033	104	0	52	47	345	7	0	0	0	103	1	9595	0	50	306	6	0	0	1368	113	0	793	1354	0	19	489	30	0	3	0	0	230	50	0	0	12	552	2	1324	117	567	8	143	14	3561	265	633	17150	0	0	0	0	2851	0	10148	0	3024	25	4945	9439	4	142	756	0	521	0	309	61	127	192	1483	127	4923	13	2488	85	41	496	122	1145	2374	550	293	0	0	0	0	0	0	7803	186	3	135	2368	10813	8882	107	8654	9	0	0	8109	3	0	13	0	2	0	106	5275	8222	14391	0	137	57	176	0	76	3345	428	0	0	4404	0	867	64	119	160	505	155	7079	7383	10262	0	0	0	0	0	52	5233	2865	8878	0	0	34	39	473	0	38	0	17	16	0	0	72	41	37	0	14	0	16735	1	772	0	0	107	11	2043	1478	546	192	30	49901	1319	1460	1252	10515	5	11245	5350	0	94	4873	12633	4984	4573	1	39	8	0	0	0	0	10	3	326	358	0	272	4	82	3	631	5116	0	9	0	6	0	0	0	0	2097	341	63	48	99	141	0	0	25	11	0	306	11	97	134	267	7	16	261	0	41	5789	233	784	14188	0	12	0	47	3785	0	5542	0	2085	26	3465	15067	5	81	1542	0	1037	0	142	145	118	229	994	4465	8	2089	0	14	50	49	1121	1384	393	112	0	0	0	0	0
Eukaryota	undef_Eukaryota	undef_undef_Eukaryota	Chrysophyceae	Chromulinales	Dinobryaceae	Poteriospumella	Poteriospumella_lacustris	0	97	0	0	51	673	750	47	12	0	3	0	0	0	0	69	0	0	34	3	157	66	1674	1145	2	0	0	28	0	0	0	0	0	0	1	77	2	320	0	0	0	0	7572	537	326	753	8	28	0	0	0	0	842	295	114	9	0	6	324	0	0	0	2	0	269	104	5	0	0	0	495	1	0	0	0	0	293	0	30	32	0	1	13	7	41	0	3	19	559	0	0	0	0	844	234	222	13	820	0	40	14	0	200	510	132	0	0	9	0	0	0	0	0	0	0	0	10	196	0	0	0	0	125	3	0	0	0	393	0	0	0	0	23	0	0	0	0	1	0	42	480	0	0	113	0	12	3	3	0	50	10	0	0	20	2	6	6	0	2	0	10	0	157	180	1893	738	3	0	0	0	0	0	8	0	1268	29	379	323	3	16	1	0	0	0	22	26	350	12	10854	0	29	0	0	0	0	3	10	401	247	625	128	0	0	0	0	0	0	380	0	0	192	752	276	26	7	0	0	2	0	965	0	0	0	0	6	9	158	2162	936	10	3	28	0	3	0	0	37	0	0	0	74	7	0	0	0	0	5111	522	322	740	9	15	1	0	0	1	332	139	16	0	1	0	0	0	0	0	0	37	19	0	0	0	0	0	0	0	0	0	0	8	0	10	0	0	0	0	120	46	0	0	0	802	196	273	12	0	0	10	0	234	473	92	15	0	0	19	0	0	0	0	0	0	0	293	0	0	0	0	0	3	13	0	0	0	0	0	0	0	0	0	231	131	2	0	46	3	0	0	0	26	17	0	0	3	31	11	0	3	33	0	0	467	147	2043	867	2	0	0	0	5	0	11	0	1192	50	513	1444	1	28	17	0	0	6	47	5	212	4	0	529	0	1	0	0	4	0	418	265	755	213	0	0	0	0	0
Eukaryota	undef_Eukaryota	undef_undef_Eukaryota	Cryptophyceae	Cryptomonadales	Cryptomonadaceae	Cryptomonas	Cryptomonas_ovata	0	0	0	0	1149	4717	4088	3292	1445	155	0	0	0	0	0	5732	0	0	0	0	6580	3325	4347	6576	1261	680	3820	0	1583	0	0	6342	0	0	0	0	0	21114	18270	406	0	0	15104	8233	2056	537	354	12553	0	0	0	0	16293	3948	1774	484	4717	0	2300	0	0	0	32	0	0	12192	0	0	0	0	15945	360	31	0	0	160	711	0	0	8973	0	448	0	0	10911	0	0	0	16772	0	0	0	0	7756	945	4680	1274	11608	0	394	0	0	3544	3449	4606	1042	0	242	0	0	0	0	0	0	0	0	0	19964	0	0	0	0	5185	676	0	0	0	2931	0	0	0	0	4602	0	0	0	0	651	0	1557	10738	0	89	5351	50	0	0	0	0	6906	0	0	0	5526	13697	3869	9200	1119	7619	1475	75	14	2211	3207	2426	3708	0	0	0	0	0	0	0	0	5287	1493	2081	2174	328	4023	1939	0	0	0	1349	26	407	0	11691	0	0	0	0	243	89	6908	31	1545	4577	4818	438	0	0	0	0	0	0	0	0	0	1472	5597	4897	6632	1555	225	0	0	0	1575	0	0	0	136	0	0	3772	3465	4402	3461	946	3970	3922	2610	0	0	0	0	0	0	0	0	21710	316	0	0	17895	9152	2189	498	764	15099	0	8	0	0	4177	2618	480	4705	0	20	0	0	0	17	0	0	0	8	0	0	33	0	258	0	0	0	9454	0	17	0	0	0	0	0	19228	0	1	0	0	8802	2888	5317	2696	0	0	0	0	3821	3888	5071	2575	0	0	0	0	0	18	0	0	0	0	22135	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	1482	3220	534	552	7672	303	16	0	0	9937	0	4	0	15081	3438	6653	1173	1308	129	117	15	3059	4094	1791	4767	0	3	0	0	0	50	0	0	3816	1334	1058	5650	316	4066	1837	40	0	0	1047	70	326	0	0	0	0	0	349	161	6144	113	1683	8662	2398	1112	509	0	956	0	0
Eukaryota	undef_Eukaryota	undef_undef_Eukaryota	Dinophyceae	Peridiniales	Unknown	Unknown	Unknown	0	0	0	0	44	0	0	0	3	0	0	0	0	0	0	7	0	0	0	0	29	28	9	0	1	89	0	0	67	0	0	44	0	0	0	0	0	163	0	61	489	93	75	9	12	0	0	58	0	0	0	0	125	23	56	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	106	11	7	20	26	0	20	0	0	177	0	0	0	0	41	0	0	1	31	0	0	0	0	9	0	12	0	69	0	3	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	24	0	0	0	64	0	0	0	0	12	0	0	0	0	54	0	0	0	0	0	0	19	0	0	9	56	0	0	0	0	0	16	0	0	0	40	0	0	87	84	84	0	16	0	17	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	26	33	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	129	62	34	0	19	3	0	0	0	0	0	0	0	0	0	0	9	0	33	6	0	0	0	0	0	0	0	0	0	0	0	38	3	0	0	82	7	50	113	0	0	0	0	0	0	0	0	11	32	481	595	117	0	0	0	0	97	0	1	0	0	23	11	0	4	0	0	0	0	0	0	0	0	0	0	0	0	10	18	0	0	0	0	217	0	0	0	0	0	0	0	83	0	0	0	0	13	0	17	0	3	0	0	0	16	0	6	0	0	0	0	0	0	0	0	0	0	0	128	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	273	0	0	0	0	48	0	0	0	0	0	92	74	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	48	0	0	0	0	0	0	0	0	0	0	0	0	0	4	89	72	58	5	16	6	0	0	0	0	0
Eukaryota	undef_Eukaryota	undef_undef_Eukaryota	Dinophyceae	Suessiales	Unknown	Unknown	Unknown	0	0	0	0	34	0	0	10	0	0	0	0	0	0	0	79	0	0	0	0	0	9	6	0	5	0	33	0	0	26	0	0	0	0	0	0	0	0	37	2596	0	78	10	16	0	0	0	36	0	0	0	0	9	21	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	6	0	0	88	26	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	11	40	14	0	1	4	0	0	0	6	0	7	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	9	17	0	0	0	33	0	0	0	0	19	0	0	0	0	13	0	136	204	0	3	1	19	0	0	0	0	64	0	0	0	21	575	19	30	42	18	29	0	0	7	0	6	0	0	0	0	0	0	0	0	0	39	0	0	0	10	12	81	0	0	0	65	0	0	0	1	0	0	0	0	2	0	642	0	10	5	5	8	0	0	0	0	0	0	0	0	0	51	12	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	6	8	0	41	0	0	41	0	0	0	0	0	0	0	84	1080	17	18	11	16	0	0	0	33	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	31	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16	5	7	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	221	0	7	107	241	0	0	0	71	0	0	0	1073	119	25	9	34	0	0	0	4	8	15	0	0	0	0	0	0	0	0	0	40	5	0	0	13	8	48	0	0	0	97	0	0	0	0	0	0	0	1	2	188	0	9	5	4	6	0	0	0	0	0
Eukaryota	undef_Eukaryota	undef_undef_Eukaryota	Dinophyceae	Unknown	Unknown	Unknown	Unknown	0	0	0	0	95	25	12	8	16	0	52	312	0	0	0	72	0	0	0	0	44	155	103	36	1	294	165	348	36	2	295	167	108	11	0	0	0	329	563	1976	1164	15	219	74	50	0	0	39	0	0	0	0	204	311	131	29	11	0	4	0	0	8	5	0	33	119	0	0	0	0	241	199	322	354	73	459	105	10	0	23	7	10	0	0	17	54	62	0	134	0	0	0	0	377	28	24	0	54	0	152	382	19	171	17	6	0	0	43	4	0	29	0	0	0	0	0	287	67	142	20	19	6	337	5	0	0	2	107	0	46	0	0	47	0	4	55	0	0	0	38	0	6	68	122	8	65	0	0	19	33	0	1	0	72	351	0	4	33	38	134	26	0	159	0	2	0	0	0	0	0	0	7	19	206	605	54	45	1	128	26	65	0	116	22	12	0	0	0	87	0	0	0	0	94	23	67	0	22	15	0	0	0	0	0	0	0	0	0	0	0	34	102	87	55	14	0	50	134	530	9	7	0	0	0	0	0	163	58	27	0	171	301	112	27	1	196	509	51	20	0	0	0	1251	4117	236	328	283	55	66	0	3	23	0	0	0	0	341	93	12	0	0	0	0	0	25	6	0	8	0	0	0	0	845	398	345	32	3	1	0	3	0	0	0	3	65	0	127	0	0	0	0	491	27	5	0	0	124	292	13	220	25	5	0	6	12	0	0	64	0	0	0	0	0	59	196	15	73	0	37	0	0	16	0	0	0	16	33	0	0	0	1	0	0	0	0	13	5	53	0	7	0	12	0	624	10	6	23	139	38	0	0	254	18	0	0	0	0	0	0	0	2	30	164	346	433	10	0	105	14	21	0	761	454	11	0	0	0	0	0	0	0	114	155	14	0	29	55	3	0	0	0	0	0	0
Eukaryota	undef_Eukaryota	undef_undef_Eukaryota	Eustigmatophyceae	Eustigmatales	Chlorobotryaceae	Vischeria	Vischeria_magna	0	0	0	0	0	352	67	455	0	0	0	0	0	0	0	0	0	0	0	0	259	0	452	43	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	36	233	92	0	0	0	0	0	0	0	33	0	117	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	19	86	107	0	0	10	0	0	0	12	61	65	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	27	66	217	0	0	0	0	0	0	0	0	0	0	75	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	119	61	115	0	0	0	0	0	0	0	0	0	53	289	74	248	0	0	0	0	0	101	0	0	0	0	0	0	0	111	49	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	49	80	61	0	0	0	0	0	0	16	13	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	28	25	101	0	0	0	0	0	12	58	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	123	208	0	0	0	0	0	0	0	0	0	0	31	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	199	29	50	0	0	0	0	0
Eukaryota	undef_Eukaryota	undef_undef_Eukaryota	Eustigmatophyceae	Eustigmatales	Monodopsidaceae	Nannochloropsis	Nannochloropsis_oculata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	837	0	0	0	0	0	0	0	0	41	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	40	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	undef_Eukaryota	undef_undef_Eukaryota	Phaeophyceae	Ectocarpales	Chordariaceae	Unknown	Unknown	0	0	0	0	17	33	406	227	0	0	0	0	0	0	0	0	0	0	0	0	71	0	59	388	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	9	179	548	0	0	0	0	0	0	0	2	53	274	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	19	101	27	0	0	2	0	0	0	25	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	110	278	143	0	0	0	0	0	0	0	0	0	10	52	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	95	174	240	0	0	0	0	0	0	0	0	0	0	67	207	59	0	0	0	0	0	55	0	0	0	0	0	0	0	93	161	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	24	100	371	0	0	0	0	0	0	9	123	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	41	78	60	0	0	0	0	0	29	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	97	130	55	0	0	0	0	0	0	0	0	0	19	23	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	110	269	123	0	0	0	0	0
Eukaryota	undef_Eukaryota	undef_undef_Eukaryota	Synurophyceae	Ochromonadales	Ochromonadaceae	Poterioochromonas	Unknown	0	0	0	0	13	2	3	0	0	0	0	0	0	0	0	25	0	0	0	0	0	10	9	0	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	228	149	0	37	22	6	0	3	10	0	0	0	0	5	9	2	0	13	0	0	0	0	0	0	0	0	24	0	0	0	0	95	16	8	19	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	10	0	1	0	0	0	0	6	0	931	0	48	1115	0	0	0	0	0	0	44	20	65	0	0	576	26	0	0	0	0	34	0	0	0	0	5	0	3	0	0	0	0	0	0	0	1	130	20	0	0	0	0	58	0	0	0	60	2	17	11	7	347	0	3	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	15	0	0	4	24	0	0	0	1	0	0	0	0	0	0	0	0	0	99	34	1	0	37	0	0	0	0	0	0	0	0	0	0	0	19	8	2	0	0	0	0	0	0	7	0	0	0	0	0	0	14	27	1	0	0	10	0	0	0	0	0	0	0	0	0	0	3	678	66	93	35	17	10	0	0	11	0	0	0	0	21	13	0	6	0	0	0	0	0	0	0	0	0	0	0	0	7	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	820	0	365	923	0	0	0	0	0	0	0	75	0	6	0	0	0	65	0	0	0	0	10	0	0	0	0	0	0	0	0	0	68	0	0	0	49	0	0	0	0	18	13	1	0	0	9	0	1	4	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	3	29	0	0	0	0	0	0	0	0	0	0	0	0	113	24	3	0	11	0	0	0	0	0	0	0
Eukaryota	undef_Eukaryota	undef_undef_Eukaryota	Unknown	Unknown	Unknown	Unknown	Unknown	0	76	0	0	874	1352	9	317	406	0	0	0	0	0	28	297	0	0	0	0	461	1810	715	1832	470	312	664	5	563	0	0	1612	2822	0	21	102	57	3795	1707	168	0	0	3158	2568	635	221	19	2667	0	0	0	0	2521	1332	195	0	1338	1	413	0	8	0	0	10	253	2311	0	0	0	0	1847	169	0	0	0	74	24	0	44	1873	0	148	0	329	226	0	0	243	453	0	2	0	0	2026	915	2804	0	805	0	184	0	49	930	789	2326	420	14	114	16	131	0	0	0	0	0	0	3	3126	0	0	0	64	1000	246	0	0	0	287	6	1	0	29	924	0	0	0	0	178	7	471	2715	17	0	184	0	0	0	0	3	1599	0	17	1617	817	2498	1066	823	89	83	453	0	5	933	1242	767	1193	0	0	0	0	98	104	0	0	1410	637	597	604	125	775	1321	13	0	150	0	0	171	0	899	27	7018	15	3	0	0	863	14	598	2182	1008	83	0	35	0	0	0	0	83	0	0	609	648	230	459	149	0	0	1	0	356	7	333	0	30	0	0	1335	656	407	553	179	200	539	380	0	0	2	1320	2	47	51	84	1797	59	0	0	1978	1717	813	2	153	1851	0	0	0	0	653	508	55	781	0	0	0	0	0	0	8	103	6	0	0	0	0	0	39	0	0	6	846	0	0	0	0	0	0	446	873	0	0	0	0	1360	829	1859	341	0	0	0	115	582	1058	1438	264	7	0	88	140	0	1	0	0	0	0	3784	2	0	0	0	0	0	231	0	0	6	0	0	0	0	0	25	233	412	95	0	243	0	0	61	0	1405	0	41	1380	1639	395	433	197	301	0	0	0	1258	799	317	458	0	0	0	0	98	170	0	0	1738	276	174	709	68	398	957	11	0	318	60	0	102	0	59	5699	13	8	0	0	846	0	580	2341	255	151	161	0	0	0	0